artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
Charlie Dreaming,Ocean Maladay (Inspired by 'The Outlaw Ocean' a book by Ian Urbina),ambient,https://charliedreaming.bandcamp.com/album/ocean-maladay-inspired-by-the-outlaw-ocean-a-book-by-ian-urbina,calgary,79.0,50,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02179d76c5a985fc2bfc1cd3ab,6moveFU10tUlXvoPvNLJO3,2RK3yBP8NFH1CLOEj0BIAM
Leif Vollebekk,Rest,folk,https://leifvollebekk.bandcamp.com/album/rest,montreal,74.4,56,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022d80fa3d56086fb193cffcba,1sZm9pYhNz5WGEZEOeISzr,3jzXlBF2157k4exx7idecs
Monstercat,Monstercat Uncaged Vol. 9,electronic,https://music.monstercat.com/album/monstercat-uncaged-vol-9,vancouver,74.0,40,2020-06-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b016dcde22e33600bd9c5244,4OGuOK0282wh1HCDJhlRZ3,4YwB41gFHCxY5bcNR3CcIH
The Lost Fingers,VS. 2,jazz,https://thelostfingers.bandcamp.com/album/vs-2,quebec,73.4,36,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02380cc4eab47fca802f9b9a32,7HnYmwa7oASfIP1Jn8PmXq,6sp0EZC05wbJUlY1h8oOUc
"Dope Knife, Factor Chandelier",Kill Factory,hip-hop/rap,https://factorchandelier.bandcamp.com/album/kill-factory,saskatchewan,72.2,33,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021001afcd1c480442c23214aa,7LiWXEHE7Wci7K3FgYuJsa,68XL9b5CHwRP50KMcVGl33
kerri,always confused,r&b/soul,https://kerri.bandcamp.com/album/always-confused,montreal,70.0,45,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c63ddbf5ce1e91f15b63b7bb,7zlCyeZMFrIOizWfNo885C,7mupgmN5rkDNGrqQt1tjcf
bonsai2004,warmer.days,hip-hop/rap,https://bonsai2004.bandcamp.com/album/warmer-days-2,toronto,69.6,24,2020-06-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02215989a7b4d9e93039458485,0LyW8ooHg1BSBFaZLb63qf,4dadbZwGXdRXe17zBigfoO
Conro,Level Days,electronic,https://music.monstercat.com/album/level-days,vancouver,67.8,57,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025db0e158c9343c8fada495d6,40Yky457gNkU3chdZUIoTY,1BAdSa5cdtCNLbvT7gWmtJ
Jesse Mac Cormack,Now (Jesse Mac Cormack Remix),alternative,https://jessemaccormack.bandcamp.com/album/now-jesse-mac-cormack-remix,montreal,66.8,37,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0230cd604e98c5e97ee2c3a61e,5fDxrd3KzTphuciWwa34mm,2H8M8TXbgq7ZF676K4Zm2C
Backxwash,God Has Nothing To Do With This Leave Him Out Of It,hip-hop/rap,https://backxwash.bandcamp.com/album/god-has-nothing-to-do-with-this-leave-him-out-of-it,montreal,65.8,37,2020-05-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027b6cc19a972cb54a661737fd,1rE7wAUQnDD109mldMff6p,4du3q8TIzsZxZZKdRT23Jg
C. Diab,White Whale,experimental,https://cdiab.bandcamp.com/album/white-whale-2,vancouver,65.4,16,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023e6dd9957e39f4bb71c9ed58,2B7VYEVtU1Cd2ZlPZn8JQ3,4jIb1FKwE3QlPyNYTBLPSA
Amelie No,Part 1,pop,https://amelieno.bandcamp.com/album/part-1,quebec,65.4,16,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0204fb2fad75e145835d4b8dae,4eJgUiO5ZibUg5BEIuoIJo,1SmZIEKuMaoEtLmQtF1Ly3
Royal Canoe,Glacial (Live),pop,https://royalcanoe.bandcamp.com/album/glacial-live,manitoba,65.2,33,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f579d4b8932046829ae30c51,0dBV9bUj6BSihMXB3vu2t8,5fLcxlU1oDJrMNOZsewCpK
Devi McCallion,Blue Skies,alternative,https://blacksquares.bandcamp.com/album/blue-skies,toronto,65.0,25,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0256b854c75b70ebfbd3b2728a,0qhkLA5T3kLyfLq5trQNE0,6i1PYODUPDYMtaK8QCGE9I
Technology,Sonic Ayurveda,,https://metabolizmrecords.bandcamp.com/album/sonic-ayurveda,montreal,65.0,25,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02460519c18585174c3087f6ee,6Ad7W0jYUvOFDESln0clC4,1Yc7wyu2VfROa1hdESfHsi
Ada Rook,"2,020 Knives",electronic,https://adarook.bandcamp.com/album/2020-knives,toronto,64.8,27,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0212bc7e61436909cbfe069072,3CsCW2sfSTAgsiZF0zSEcB,1x1MfkVjf8yEzwKhAYZtPY
Soft Plastics,5 Dreams,alternative,https://softplastics.bandcamp.com/album/5-dreams,vancouver,64.2,13,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025aad83c06b03229c680fc1a5,1My4L9toxlXdeAXKcwjXlQ,3MVs8vovPIBHsQKyHXSkhF
Jon Corbin,You Care (Night Drive remix),hip-hop/rap,https://joncorbin.bandcamp.com/album/you-care-night-drive-remix,ontario,64.2,13,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0212bcb750e791697ba4297cd5,5vf36SMvH54bkcW7gLnEst,4layy4JKlZineBqGzkvBpM
Owen Pallett,Island,experimental,https://owenpallett.bandcamp.com/album/island,toronto,63.8,47,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02067df733ad26ab86ea6bd767,07fRYHyHA0ptI3NvxmmCkv,77Rj6PHmQJFb8nbSH62y68
Soul Secret Agency,Instrumentals,r&b/soul,https://soulsecretagency.bandcamp.com/album/instrumentals,montreal,62.6,9,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028a3660179e0df2da5f71bb64,7rGBQK7F76TybL0xTcA00E,3yUdxHpmKxpelMIatVbJ5m
Palm Haze,Walk Away,alternative,https://palmhaze.bandcamp.com/album/walk-away,vancouver,62.6,9,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a1efb049186574c4f95bae06,1XmrzAWRh6FRDNDqTujOvL,2RgJA4EdVMUHrf5ot7Qcad
The Free Label,M.I.A.,pop,https://thefreelabel.bandcamp.com/album/m-i-a,toronto,62.4,26,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027cd95cb997c1f389bb6a529f,28HNvMDEixMpGQRkEFQ6iL,4YOL2g6AwphwsB1dOZZSOr
Flowzus,WVVYFLOW,hip-hop/rap,https://flowzus.bandcamp.com/album/wvvyflow,ontario,62.2,8,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a7fee68eb1b95258522f25d4,3X9OtRaWEYfw72iBn00IBy,5nhVBUjH1SA0T59eKdp0ZJ
Jordan Klassen,Tell Me What To Do,folk,https://jordanklassen.bandcamp.com/album/tell-me-what-to-do,vancouver,60.6,39,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0257a44e67d27d1f5bbe504aad,59iDkt4z9gEE2732tVgqty,70QS2gTlkKW2rNjlmMBNp8
Babylones,Le tournesol géant,alternative,https://babylones.bandcamp.com/album/le-tournesol-g-ant,montreal,60.2,3,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02749870d2f623a06a296f77eb,4hg4x4QSoXQNbtJujGL5bO,0yy6h30PK14H72ioopnO8z
Ultraklystron,Xerostep,hip-hop/rap,https://ultraklystron.com/album/xerostep,victoria,60.2,3,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a566140254ee4f62eca9f205,13uHmSqnatuEA6nC4JjiiR,3oZ7SsUW4wmvVLlRrbwadH
Kyle Richtig,Holiday Hopes,alternative,https://kylerichtig.bandcamp.com/album/holiday-hopes,newbrunswick,59.4,1,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028884b873dbea4d0937b8d3ce,2qc9498R3SzXTLR6lhx4Vx,5O8De5sAeGNa1ufW1bSvdh
Rigel,Interdimensional Travel,,https://metabolizmrecords.bandcamp.com/album/interdimensional-travel,montreal,59.2,8,2020-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f842ea288caf5df6cb658d02,614clzBGNqUvCPxEQnkLP8,51LCXEMYKe2ncyKCyco4vY
Black On Black,SHOWBIZ,alternative,https://blackonblack23.bandcamp.com/album/showbiz-2,vancouver,59.2,3,2020-06-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020b9f203657cd27e4018c2227,5LGzwL0GeIi5Lq8t2rGFTT,0HiOhQVrQve3mN5wznr2W9
Happy Beats,The Long Pause,electronic,https://happy-beats.bandcamp.com/album/the-long-pause,newfoundland,59.2,8,2020-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021eeda85442c08c02b525fdfc,42hAIGaJ4SRiCKZgS9E96k,6dJsejNEeHftMhW2RoPo6m
Gillian Mapp,Orange Bitters,r&b/soul,https://gllnmpp.bandcamp.com/album/orange-bitters,toronto,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0254d8bec560cc3565652bf970,4P9GfC9DUsRMdxsKNZHuvS,4Hc65gJGYM3VxIY8bF7LpE
Hydra's Last Head,New World Disorder,electronic,https://music.hydraslasthead.com/album/new-world-disorder,toronto,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a09f7165026f27fec8e4a1b0,2mxVZAxto6Gcy6923sMQzc,7dCsgCxm3qW9IblnfZIC4t
Sean Clarey,Clone / 3182,experimental,https://seanclarey.bandcamp.com/album/clone-3182,toronto,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c50935db7d7abb2b40efc35d,0Uietq9FS5RrY4qMTuKdMX,3QBYZElfg4Ba6WhRZZ4oxq
The BB Guns,They'll Never Know You're Gone,pop,https://thebbguns.bandcamp.com/album/theyll-never-know-youre-gone,toronto,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02290622aa680b608b382993f7,5UwbI2Oqx9omzEDbQPyULD,5MYWuVw8Wqvu5BRlPwOTm5
March of Progress,Transmission 2,experimental,https://marchofprogress.bandcamp.com/album/transmission-2,montreal,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c9ca208a2c70cf2231b88661,5l3e20ybXjGZLeEFPLFcHZ,1shdgWPxeEWPMVvr8ekKtY
Dumb Angel,Dumb Angel,alternative,https://dumbangelmusic.bandcamp.com/album/dumb-angel,montreal,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028283a93889885ba9cadfc97f,0InY0dCbF4IzND2yvZSzu7,3McA86UHLbgKWUNYgTtwNO
House Wind,"Strange Steers The Sun: Melodies for Prepared Guitar, Vol. 3",experimental,https://housewind.bandcamp.com/album/strange-steers-the-sun-melodies-for-prepared-guitar-vol-3,vancouver,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a4bfa8f768ac9023530df82e,00lBacA5IzYReeHMV97wPA,6J74V2CrYw7hgm1jCYmBBn
Patrick Farrugia,Through the Looking Glass,alternative,https://patrickfarrugia.bandcamp.com/album/through-the-looking-glass,vancouver,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026578e6c3fa4ff64c512b7a30,4ByX9f6oADi6aCCO6LqKe9,2oHYlvzyDXIJDOaTerEAN9
Mindy Amelotte,Full Blast,pop,https://mindyamelotte.bandcamp.com/album/full-blast,ottawa,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a6250941bd13f1410c67f07a,16GS6BC6RUgplYUzo8BFHy,6rUcx6aHToy1aMPkA4pFO7
Daryl Wadsworth,No More,world,https://dwmusic6.bandcamp.com/album/no-more,ottawa,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027326d1a3c5b6999918d50b9e,0zn4ig6o7vDgOXajhlalDS,5X9bG6lLa5KMnBdYcAlFpS
DeeDee7,DeeDee7 EP,pop,https://deedee7.bandcamp.com/album/deedee7-ep,ottawa,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0264909d3bded371d9906a3e19,0WrZYlcZ3hiT0Ndiphp0rC,37WCQzjZWNDqPu2gpSyZol
hierocliffs,Always Forever,electronic,https://hierocliffs.bandcamp.com/album/always-forever,saskatchewan,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02244644a7fdf932da3dc946d0,5bf1oPjiujj7YaoWnLPxsI,3W8Zj5j7xiHwprAyxOOo8U
Defend The Rhino,Wing It,ambient,https://defendtherhino.bandcamp.com/album/wing-it,edmonton,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d34808e372941a7af769d7ee,3ttcBv4cNXLvH4IPtlcuyM,3YU3OVIY54lbH6CuODk5Ky
MATTACHINE,Isolation as a Form of Torture,punk,https://zegemabeachrecords.bandcamp.com/album/isolation-as-a-form-of-torture,britishcolumbia,59.0,0,2020-06-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02849f8565adaa118d483058f7,3eoJHHU5TXIu6lXHLreZ0W,0PfIlzOhx6ShRiBrZpwKDG
keanumichaels,Mood Forever.,hip-hop/rap,https://keanumichaels.bandcamp.com/album/mood-forever,toronto,58.4,1,2020-06-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d59251ba8d540470ad2f1040,60UEKA9dlTvpfW1jgpiMOq,37dYoW1kc3FOqO4X4prLCw
Fried Dough,Mad Liquid Space,electronic,https://frieddough.bandcamp.com/album/mad-liquid-space,toronto,58.4,6,2020-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020f16c7e67a4086f9033e3c64,5aVZ7eYXNc4uRj2Z98fF9N,4b6GUVsEYrdOpEbvfgxXwY
18 Seconds,If We're Two We Might Not Be Alone,alternative,https://18seconds.bandcamp.com/album/if-were-two-we-might-not-be-alone,montreal,58.0,0,2020-06-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0253277c7fa822c47e4bc43fb5,5WDUmeRXfw8tfBHbPvgN3r,3sO3j1otSkmkGHMB3qbkdD
Paige Drobot,Woman / Everything,pop,https://paigedrobot.bandcamp.com/album/woman-everything,manitoba,58.0,0,2020-06-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e68bd4a9b76ce6322bf692ba,5PNZQcYNwEvOQ3FuzkGcE5,051xVvsoDqNzcRfADLE5uR
MYTHM,Clash,electronic,https://mythm.bandcamp.com/album/clash,vancouver,57.8,7,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0289386ebb7f22c46aa15e75b6,54LmFG0zTZjQdstlPrSrNp,5OC3ZSef1PDix2FZaXLial
Hail the Void,Hail the Void,rock,https://hailthevoid666.bandcamp.com/album/hail-the-void,victoria,57.6,4,2020-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e924c4a824e40c98e4e9873e,0i0DiYDJuHW5MFX6CBWY3D,38X56uz4Ur7QIqDJN2IACZ
Third Colony,What If We Never Leave?,experimental,https://thirdcolonymusic.bandcamp.com/album/what-if-we-never-leave,montreal,57.0,5,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028881b4f0c77bf1ae833b4c5f,3GeLkBwiaN6cyQUn6cSdfM,3wwMIfKpSif9h8NgKnTTPD
BALLOON LUNG,My Buddy,rock,https://balloonlung.bandcamp.com/album/my-buddy,victoria,57.0,0,2020-06-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02520a590fd1caa385c66e82bc,3bGBiQspnUabyBcbsRF8pX,3kJDUDVYy8amDVuMGh2SEu
Hello Moth,Times Like This / Inside,electronic,https://hellomoth.bandcamp.com/album/times-like-this-inside,calgary,56.8,12,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d2c6ae6511a479c9510fd667,1VLGYotTk4j2ZgJY5ZnY7N,1bnHIRpqKoW3242S9P8oQw
Rich Aucoin,Reset,alternative,https://richaucoin.bandcamp.com/album/reset,novascotia,56.6,29,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bbfdbde23a55c5d06a52418f,2Tieq5sTmJdW1i2Ij1Nsa5,2XwFZjlnvpwnZSO8QbKErQ
Gus Davidson,Gus Davidson,electronic,https://gusdavidson.bandcamp.com/album/gus-davidson,saskatchewan,56.0,0,2020-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0276780e109915b15dfaddc148,3OMSxB9rDvmDM5BEpFOwD2,7H1PbiuyR7zcjHb3LtCwiq
Revertebrae,wasted potential,alternative,https://revertebrae.bandcamp.com/album/wasted-potential,ontario,56.0,0,2020-06-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021f7ad5d95e5f7b9c808c5105,4UUFnUYAB0xpHQ2794msI3,4d0LBIKfv2xfNJXwefZA0j
Gulfer,Anthology,alternative,https://gulfer.bandcamp.com/album/anthology,montreal,55.4,26,2020-05-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025ecc0f36c31ddff26cb30b83,3Ac226oA3lrB1S5YGJ4Qrj,0AJltdSFgxM1li4ad74mIJ
Steve Lloyd Smith,Deep River of the Soul,jazz,https://stevelloydsmith.bandcamp.com/album/deep-river-of-the-soul,vancouver,55.4,1,2020-06-01T00:00.000Z,,5OEPEWtnRH3X4lCUn7l6XP,5xSW0D0Etq9sMvQipNzaAR
Steve Lloyd Smith,Breathe,jazz,https://stevelloydsmith.bandcamp.com/album/breathe,vancouver,55.4,1,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0205e807fada25688b6d485ca6,3Zht75UgYLgIbbs0hyc1Sf,5xSW0D0Etq9sMvQipNzaAR
Steve Lloyd Smith,Roll,jazz,https://stevelloydsmith.bandcamp.com/album/roll,vancouver,55.4,1,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02501c1e7484bf6b429ded27d5,3j7YBsgzV9VF7Qwip4ZXsO,5xSW0D0Etq9sMvQipNzaAR
Steve Lloyd Smith,Cry,jazz,https://stevelloydsmith.bandcamp.com/album/cry,vancouver,55.4,1,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f5a110a535c2716c13a3173c,6bamgPjJa0JtBe4NrNZRHY,5xSW0D0Etq9sMvQipNzaAR
Steve Lloyd Smith,Five,jazz,https://stevelloydsmith.bandcamp.com/album/five,vancouver,55.4,1,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02da7356ee17660b17028322d5,5ZhClRh6zkh20zHfvL2non,5xSW0D0Etq9sMvQipNzaAR
Steve Lloyd Smith,Chantal's Way,jazz,https://stevelloydsmith.bandcamp.com/album/chantals-way,vancouver,55.4,1,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ee24f3c80fb3b8cfa1b0d981,0gyKoupAf3KlYFSGd8RNJd,5xSW0D0Etq9sMvQipNzaAR
three-DS,unrested,alternative,https://three33ds.bandcamp.com/album/unrested,toronto,55.0,0,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f0925f0df7776c41cd18cb4,2JEZZZ8JVPhvZbakv9sqeJ,2s4uZuAEni3pVs4sF55Sui
Solipsisme,Outrage à la morale publique,experimental,https://solipsisme.bandcamp.com/album/outrage-la-morale-publique,montreal,55.0,0,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f8ba4137f5b4d8416d164545,56qNEgYgmGPIHSLOeuTTVV,3Y6BsmDwKellqgsFX4c8Cy
Joanie Loves Chachi,My Brother's Karate,rock,https://joanieloveschachi.ca/album/my-brothers-karate-3,vancouver,55.0,0,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c92e02bd168fc6f285119088,1s8wBMLDXUZQWgt6JyjPpj,0bPREiqSPc7Z498bBQlEp5
The New Sincerity,Subcultures,alternative,https://newsincerity.bandcamp.com/album/subcultures,vancouver,55.0,0,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ba075395ecef4b16a0204547,2GPHEvvl8wcJJSrGnHKJIc,3sBEmqJ7xbGXS5P1rkMSGL
Kondensator,Drone Society,ambient,https://kondensator.bandcamp.com/album/drone-society,quebec,55.0,0,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cd42e18408b9ee4b164e4c0b,0sVBeTJbs3eEehfjA4UU8k,5ES5XFR7ha3arTZxtE48Qb
Majorlaan,Willfully Obtuse,punk,https://shockcollarrecords.bandcamp.com/album/willfully-obtuse,britishcolumbia,55.0,0,2020-06-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020350bfe244fe25ff62725a7d,77FpMcToRl6vfayv9nBvj1,1CB1Z9jykMCG1ta3v5XYXb
Kogane,Fumizono / Nobody's Here,electronic,https://kogane.bandcamp.com/album/fumizono-nobodys-here,vancouver,54.8,22,2020-05-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02064eb2938f437034aa2d8690,0bPMrRGaHuqD6HMZDv4Tqz,6d9pWmFd3oZE3tKQVfgkmM
The Vicious Cycles,Sandpaper,punk,https://theviciouscycles.bandcamp.com/album/sandpaper,vancouver,54.4,11,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b5d61158868007e2192fd787,5zKTkNpOTjDlf2Nw0HluQU,66bD5D1eX7jAsLWi8kII0j
bliss3three,C3L3STIAL天の,electronic,https://bliss3three.bandcamp.com/album/c3l3stial,toronto,54.0,0,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ec8088811690e2fca88d1cff,6yiGXFTyMYPu8EabAjSaud,5tP9MksSHHb59vV4N6HMHI
Glass Shader,Procedural Landscapes,ambient,https://glassshader.bandcamp.com/album/procedural-landscapes,toronto,54.0,0,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020c1b167f7d9d020a34a60b58,3YmVWtEcqOZIkHSgAUQZ4A,0MtLLLnrIJgz9KqbIQ8I2S
Fojeba,Avec moi,world,https://fojeba.bandcamp.com/album/avec-moi,toronto,54.0,0,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024c34db2d8686203f9c3f1e6c,6Fddf5VZvbNmas46hnooe7,73RhbyWVNErB4M6Wvs2i4d
Housefly Hum,Morning Light,rock,https://houseflyhum.bandcamp.com/album/morning-light,montreal,54.0,5,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e67bc550c8ac3d24a7c98041,0ynJ8a00UJpGEZfsxfeC24,1y5xCbZZanGeyuD9CbjqbM
SUMMER.BIRDS,ON DISAPPEARING,rock,https://summerbirdsofficial.bandcamp.com/album/on-disappearing,vancouver,54.0,0,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0230e5aa5e5bf4b85142156c87,42QKqiiLIx8YEtJmLYHCeI,6v1A4WwjM59yFMdGqbavk1
The Great Pangolin,Longing to Begin,electronic,https://thegreatpangolin.bandcamp.com/album/longing-to-begin,vancouver,54.0,0,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ee8ce0c7d11dc32a0514c84d,6jKBSaXQIcE09J2DJ28KQI,1Y7sFyJgi0vu7rvkVQB4ab
Shade Shelter,Cloud 9 (no police),experimental,https://shadeshelter.bandcamp.com/album/cloud-9-no-police,edmonton,54.0,0,2020-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0284a7bd37c1e64f11a22257a2,0xCGzhO1cM2ceoqxp9iFfZ,4jA98xlW2I8Bj8I1BtcClb
Taken By Sanity,Saturn Days,alternative,https://takenbysanity.bandcamp.com/album/saturn-days,calgary,54.0,5,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025e0fda0aabbd82ca1c897914,6KKx3r7CFXW1RaGqoTCbYV,3lru434PN3hZQiRGJNQkt0
The Dancehall Players,Unexpected Dances: A Collaboration With Trevor Monson,folk,https://thedancehallplayers.bandcamp.com/album/unexpected-dances-a-collaboration-with-trevor-monson,victoria,53.8,2,2020-05-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02732a4360b3d3fe7150e2887c,4buaXKVLFMrE7ly6HFUiMI,1EHo24RsWyIJow6SyleDZh
Justin Brave,Between the Lines,hip-hop/rap,https://justinbrave.bandcamp.com/album/between-the-lines,vancouver,53.6,4,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0285236a464ad4e312df0541ca,4mhczGYUApVFtiSqsTHP3W,0ltAnRkpcrpaZLZr5FLxox
Jim Audet,Things Have Gone From Bad To Worse,folk,https://jimaudet.bandcamp.com/album/things-have-gone-from-bad-to-worse,montreal,53.2,3,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02da1f422cab90556bd1ded7c1,0RaH4CdCMH8Mvvp9VAGzBg,0Gu2zzoxM5r3HjfEgqLVLB
Space Queen,Space Queen,rock,https://wearespacequeen.bandcamp.com/album/space-queen,vancouver,53.2,3,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02966716b298e155d07849eb7c,3BW1yMX2tfN9S2zaYnHAA0,1ZUgV2Mlgn6YnVWdnH3Pux
Young Negrensé,Black Swan,hip-hop/rap,https://nrpa.bandcamp.com/album/black-swan,britishcolumbia,53.2,28,2020-05-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0240b847d0e734a3f74428b9e9,1vRrQBAOwLXD7goKU3RlGq,09uGFjWGkMAYND2fRCOspf
Beatmool,Third Moon,electronic,https://beatmool.bandcamp.com/album/third-moon,vancouver,53.0,5,2020-05-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0262ead63ebb9525ab205ca935,0xKgadKZ3WB4cHTl4QcNU7,1Dmt98ZBrXexrGx1UBoH8T
Lost Leaf,Listless Idle,ambient,https://lostleaf.bandcamp.com/album/listless-idle,novascotia,53.0,0,2020-05-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029c384670739e793145decefa,4QgTYW9OBFT27fyAq2NtQF,2VkbiTD00KOVeCoVoCyXjv
Mick Davis,Pick Up on This!,rock,https://mickdavis.bandcamp.com/album/pick-up-on-this,newfoundland,53.0,5,2020-05-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028a277b8cb89c6d7463e76bd8,4Fnfe154s5nyTG2dZTdBWl,49LFMxfnisUQrAOgeYNXkO
Logan Gibson,This is Music.,experimental,https://logangibson.bandcamp.com/album/this-is-music,britishcolumbia,53.0,0,2020-05-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021be3ffdc5ae519e1e700a3d3,0pGhz5I34S4rC61Q7uB7Sg,6IuHt9Hjb9wjfeSaJAJE6E
Mephisto Bates,CASTOR KEB ANTHEM,hip-hop/rap,https://mephistobates.bandcamp.com/album/castor-keb-anthem,montreal,52.8,2,2020-05-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024cd6e33d75c1177a80e9f745,0uQ9bfTD3XihkHGeHEgVGz,2sMKz3LzOy710whxVuqpA5
Planet V,Polaris,electronic,https://planet-v.bandcamp.com/album/polaris,ottawa,52.4,6,2020-05-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0233ac95d38c932415ee1325b9,4Pv8k8qeyfUD8WJjeZPcrR,50KY1fYJqwGBSfCRXMtZjg
