artist,title,genre,url,region,score,sp_popularity,sp_date,sp_img,sp_album_id,sp_artist_id
marquis & the squid,Bigger Fish To Fry,hip-hop/rap,https://marquisandthesquid.bandcamp.com/album/bigger-fish-to-fry,pei,0.4,1,2019-08-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0267003dce1555936f165c7b55,5UYQd1Nlyat0DeFtpxKKCL,3rKvRGPNA6bqN7Jv7QE77w
Soul Filter,A Minor Conspiracy,rock,https://soulfilter.bandcamp.com/album/a-minor-conspiracy,pei,0.4,1,2019-01-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022c617a4a77779871aa98677a,7EQkIOvCn2f6Izutmsp597,0CGkNVJ6WuC6cR8f13ztak
Nate Murchison,Lady Bird,punk,https://natemurchison.bandcamp.com/album/lady-bird,newbrunswick,0.4,1,2020-02-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cd1dfd43983a3e1063008ebb,6QVIUDGSyuuKeRO8VEdptn,2rNHuubUgjPs7u9C5iPpti
ZIILLEP!,Ziillep!,rock,https://ziillep.bandcamp.com/album/ziillep,newbrunswick,0.4,1,2019-06-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02afe6f9a1c869fa3a18796ab5,1B6lXQdgzzMgB5WDNursyO,4MSZJoLKqJ3rIYyi4r4K0d
LMX,Morse,electronic,https://techgnosisrecords.bandcamp.com/album/morse,newbrunswick,0.4,1,2020-03-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0258b1500dc1e26564e234134c,2cgye6z8A1Gb6CUfu7ZjuW,5iLVMo4mpzwh4PWrZuLGvZ
Dad Patrol,Dad Jokes,punk,https://dadpatrol.bandcamp.com/album/dad-jokes,newbrunswick,0.4,1,2020-02-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029ed88955e5a50dd9ddb91107,4v4HmoGJJ2VsAfmU7HIHKs,6pYr4ujC5zKIQOCx4QHeDb
subtle,My Favourite Morning / Calculus Class,rock,https://subtle.bandcamp.com/album/my-favourite-morning-calculus-class,newbrunswick,0.4,1,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0278c182f0093972061a9a0596,7BToVYE27HnJ8FvT6Sx9Po,5gOVpwjpolpsbQVsAFNhGR
The Age of Autonomy,_In Too Deep_,alternative,https://theageofautonomy.bandcamp.com/album/in-too-deep,saskatchewan,0.4,1,2020-03-13T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b875b27d118430443033c61c,3jKKyix0H7DBXnMy60rpEk,71ezZDUaAdv31pc2j9HSVT
Marissa Burwell,Scaredy Cat,folk,https://marissaburwell.bandcamp.com/album/scaredy-cat,saskatchewan,0.4,1,2019-07-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029c84a2974858ca76f07295e7,1Rxz4J0DSwukNo1u71Ojvw,7iBB28vsT30M5KqTnLliEK
Hollow Oax,MERCURY2267,experimental,https://hollowoax.bandcamp.com/album/mercury2267,saskatchewan,0.4,1,2020-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021a2be8f48d4d072451fc5ee4,6VLa7GCyAXF5QbAnfQuQes,6nq2QhoIAQ3ov9Dfznq2Ww
LOGS,Fall In The Forest  EP,hip-hop/rap,https://logs100.bandcamp.com/album/fall-in-the-forest-ep,saskatchewan,0.4,1,2019-12-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020ada11531c2cf2970afc3ce7,1dPtgxlOL4cAMyjbzenHXx,4NbKj3Mg0rYLB18Dhdyuq9
Blu Beach Band,Trail Mix,rock,https://blubeachband.bandcamp.com/album/trail-mix,saskatchewan,0.4,1,2019-10-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0253746e7fee488c0f3db0d4f5,01rH4iVroRSZoCunEf4ugW,4BHi13kKuYscg6TjSvgDJ3
Mick Davis & Thin Love,Please Mr. Postman,rock,https://mickdavis.bandcamp.com/album/please-mr-postman,newfoundland,0.4,1,2018-02-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e5c48d5a1c4c5eabb5aeef38,5PYzGCpQb56kLkesSGGpIq,5zvV1x0UoyivsEhIYo8vun
Mick Davis & Thin Love,Touch the Moon,rock,https://mickdavis.bandcamp.com/album/touch-the-moon,newfoundland,0.4,1,2018-02-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020b7c6f3857f8727e2766fd73,6EN38AkrgsPGqWK0BcpTaO,5zvV1x0UoyivsEhIYo8vun
Drunken Angels!,The Stories We Create,rock,https://drunkenangels.bandcamp.com/album/the-stories-we-create,newfoundland,0.4,1,2020-03-26T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021688ab505f8050b278f97b0b,2Zk1A0VlTxRAi4Z7J2mb9s,4toJnU3UCoH7M24aPiwtRh
Chris Picco,Ferris Wheel,folk,https://chrispicco1.bandcamp.com/album/ferris-wheel,newfoundland,0.4,1,2007-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0211b76cff45ac0e30c9641111,5W1DT87u5d4y4ZtqP3C2GS,5vFJbwkTDHrjaDwpBaJa53
Long Distance Runners,The Long Distance Runners,folk,https://chrispicco1.bandcamp.com/album/the-long-distance-runners,newfoundland,0.4,1,2011-01-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027596c16dd6af5b5f7abc1bb6,56VccJOCDSbolxF2SubUQY,1pdcYNVXECwszLX75Yg3uD
Long Distance Runners,Tracks,folk,https://chrispicco1.bandcamp.com/album/tracks,newfoundland,0.4,1,2012-04-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c4b846fda3b2cac8c529d617,4jchOk8GPcIYGVglTcCAAC,1pdcYNVXECwszLX75Yg3uD
Long Distance Runners,Elements,folk,https://chrispicco1.bandcamp.com/album/elements,newfoundland,0.4,1,2015-10-05T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02573231ba90025ff638115b11,4Jp9upRKv34pAxqLmGiwB7,1pdcYNVXECwszLX75Yg3uD
Chris Picco,The Beach,folk,https://chrispicco1.bandcamp.com/album/the-beach,newfoundland,0.4,1,2013-05-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020959fa71437daf729c99d621,0paaUvcFWAivxTCDNCvrav,5vFJbwkTDHrjaDwpBaJa53
The Sweet Lowdown,Low Clouds in the Morning,folk,https://thesweetlowdown1.bandcamp.com/album/low-clouds-in-the-morning,victoria,0.4,1,2019-06-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a917a36c3c0547a685b4c694,5QGbPoEVYG0CfpSqD9OA3u,1wKXSDANtjzAUJYXKzlNXa
Laizlo,2dAY,hip-hop/rap,https://laizlo.bandcamp.com/album/2day,victoria,0.4,1,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020850a8ff32e7199fff699000,5fm59HCHLkQWHkcTb4aAKd,3JsamKHRfNwDcIAZRz1y2g
Laizlo,2MOrrow,hip-hop/rap,https://laizlo.bandcamp.com/album/2morrow,victoria,0.4,1,2020-03-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022d7d6fadb8120c0b8237e35f,7lZmpvpoVk9jAgjee2yQWA,3JsamKHRfNwDcIAZRz1y2g
1000 Petal Lotus,Doubtless,alternative,https://zanecoppard.bandcamp.com/album/doubtless,victoria,0.4,1,2018-06-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025a42302c2aec479ac96053bc,5uxWMbYIf3YLnihKznKI7p,6yoiOF2aoJiWhilpAEmGAx
feel alright,Coming True / In Your Eyes,pop,https://feelalright.bandcamp.com/album/coming-true-in-your-eyes,calgary,0.4,1,2020-04-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020f634ade6172dc0d6fc3d43a,14jQ1G5GMKGEpubmghhJaP,7jA9upEQqLWj9vncHWeK6I
Gruf,Surface Area,hip-hop/rap,https://thegumshoestrut.bandcamp.com/album/surface-area,manitoba,0.4,1,2015-03-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021d1ad2d6e805cfe0f6d469df,6jU0g6wVZCRjHt9XETTikt,7lmXpyWhanhbpcjN7smetN
The Gumshoe Strut,Too Long in the Tooth EP,hip-hop/rap,https://thegumshoestrut.bandcamp.com/album/too-long-in-the-tooth-ep,manitoba,0.4,1,2010-11-02T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02829903f4c12af9da87b4054c,7KMLOr8CSthkaqb8zr7pQC,5SSV6ke1nGxzeWHwmmr7mV
Cec Lopez,ANGELES,folk,https://ceclopez.bandcamp.com/album/angeles,manitoba,0.4,1,2020-03-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02cce306ccc35eb8e5b634775e,5ArGs2OtPWbaoIpc5BbS4k,0KM4Zed9SrpatnXXJy5T0h
The Gumshoe Strut,Clock/Works,hip-hop/rap,https://thegumshoestrut.bandcamp.com/album/clock-works,manitoba,0.4,1,2002-03-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027dc2a7d337d7f7bd41afa750,3ztbV7RkRlTiLCh24X4883,5SSV6ke1nGxzeWHwmmr7mV
Fred Frith Anne Bourne John Oswald,dearness,ambient,https://annebourne.bandcamp.com/album/dearness-2,toronto,0.0,0,2002-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022be122220725eed3fe62e094,6JPwr9iRblcl6PS1AyhkTe,3YUr0lrE2yQRa5Oqu8Ubsm
Jadzia Skye,Piece By Piece,pop,https://jadziaskye.bandcamp.com/album/piece-by-piece,toronto,0.0,0,2019-11-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02aaa59cb86e41040945c95c2c,3PrPPIplvdnWsWoE1UpN5x,05YvA6eBnvOaaAEMceqGQn
The Russell Leon Band,State Of Mind,alternative,https://therussellleonband.bandcamp.com/album/state-of-mind,toronto,0.0,0,2011-11-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02699f168919a2dcc405650c4e,43s1PytvDZMNu6H2z4wwNp,3i4EflUwrDC9NKIC5yEODz
The Russell Leon Band,If Red Was Green,alternative,https://therussellleonband.bandcamp.com/album/if-red-was-green,toronto,0.0,0,2006-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ffb0af0bab8b07ea8df4d90a,59zzHZs053Q034iRcECmWX,3i4EflUwrDC9NKIC5yEODz
The Russell Leon Band,Russell,alternative,https://therussellleonband.bandcamp.com/album/russell,toronto,0.0,0,2011-11-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02699f168919a2dcc405650c4e,43s1PytvDZMNu6H2z4wwNp,3i4EflUwrDC9NKIC5yEODz
The Cy Youngs,Wakeup Call,jazz,https://thecyyoungs.bandcamp.com/album/wakeup-call,toronto,0.0,0,2020-02-11T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e905129c2b28134c7efc7ca6,2lnYzrPcfgNzPRNx4C9MMU,4ic0Ng6bUryGAYNOyLKFXu
Jadzia Skye,Takes A Little Thought,pop,https://jadziaskye.bandcamp.com/album/takes-a-little-thought-2,toronto,0.0,0,2019-08-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020936b167ade9b4d5387ced28,5brl2h3oF0VARFmLD6Hffv,05YvA6eBnvOaaAEMceqGQn
Bowes,Sometimes Love Is Not Enough,acoustic,https://bowes.bandcamp.com/album/sometimes-love-is-not-enough,toronto,0.0,0,2007-12-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a4591211f8805175281e37dd,1KT17aTPMh6lDvxcfZhGYJ,4ttD6HkDmlpH7D8SQqwtbT
Chris Bottomley,Knotty Bits,rock,https://chrisbottomleymusic.bandcamp.com/album/knotty-bits,toronto,0.0,0,2003-03-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e024de37af045ff842c8d25a773,7bIty16UGIwVCFchRml4Ks,0khEJrLHXLdKLKZpACiXJC
ZZinfinity,Infinity,electronic,https://zzinfinity.bandcamp.com/album/infinity,toronto,0.0,0,2018-11-16T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0256c3072cc0f6e36be42200b4,3dZZyg0H1KDslZj9lfEh2M,1ph4xGp79xca1DjwLIjl1i
ZZinfinity,Classical Flute and Oboe,electronic,https://zzinfinity.bandcamp.com/album/classical-flute-and-oboe,toronto,0.0,0,2018-12-07T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c70ed30bc564bed85bdffc18,25gTxFt03uAZpevQJUTK5b,1ph4xGp79xca1DjwLIjl1i
ZZinfinity,Vampyric Winds,electronic,https://zzinfinity.bandcamp.com/album/vampyric-winds,toronto,0.0,0,2019-06-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026f8846575d6c928d662cc5d9,0TOH7Gk9cJAhMA5n0mK4kk,1ph4xGp79xca1DjwLIjl1i
Avi Pearce,Moonlight,rock,https://avipearce.bandcamp.com/album/moonlight,toronto,0.0,0,2011-11-11T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028330f16e51046f3727e65c89,71YP1VppcUqRrJkDJZB7TG,6zFI5uMpnvjBvYP1StcKZr
Lara A,Parallels,pop,https://laraa.bandcamp.com/album/parallels,montreal,0.0,0,2016-10-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0280db6c256f54b0b863ef793c,0HKSgIdJzuOlCyJAnULAcb,57bJKE84SZ25xkH7GekrrT
Craig Pedersen Quintet,Approaching the Absence of Doing,experimental,https://mwrecs.bandcamp.com/album/approaching-the-absence-of-doing,montreal,0.0,0,2017-08-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02840734ee473725730da70b63,4ZUauH5rdKa9hPFA7P2ifP,5qEFszHYIRwnoqpQ9VLWJB
Sound of the Mountain,amplified clarinet & trumpet,experimental,https://mwrecs.bandcamp.com/album/amplified-clarinet-trumpet,montreal,0.0,0,2017-08-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e022e1eff11f4aa25f15021da9d,6fbmKwmAvLXXSwThfUuZtc,2Tw5ZY1YXmuUPlbDKuDaWH
Sound of the Mountain with Tetuzi Akiyama and Toshimaru Nakamura,"amplified clarinet and trumpet, guitars, nimb",experimental,https://mwrecs.bandcamp.com/album/amplified-clarinet-and-trumpet-guitars-nimb,montreal,0.0,0,2019-10-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02b568e2c3b91a28f94ff67f13,7fzbtpyt9EAFsfr1pO1wrn,0zNg2tjDrf2y8bQeo4rxj3
Rippleganger,Touri Michi,experimental,https://mwrecs.bandcamp.com/album/touri-michi-2,montreal,0.0,0,2019-09-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02c240983d5787e00ce44cc5ed,7fvPJQEbEhu0ZwvfWaglnz,4gfINE2QCaUVSHBDu5FBW6
Brandon Auger,When Sails Fold,experimental,https://mwrecs.bandcamp.com/album/when-sails-fold,montreal,0.0,0,2019-09-03T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02ef486b32adc31a391169e10e,5Oy6BUCojCedbzXX55OobJ,6FkJcVvPVcMG3l2yTkWuXu
PCP Trio,internal / external / focused / broad,experimental,https://mwrecs.bandcamp.com/album/internal-external-focused-broad,montreal,0.0,0,2019-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027bcf5d635dbc8f5ec991d4a3,3YbNP5x5YD000M9uz64VAI,2ChKByDJdHeRr1lsakcR0Y
E Millar,"no instrument machine, air",experimental,https://mwrecs.bandcamp.com/album/no-instrument-machine-air,montreal,0.0,0,2019-05-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028de6263d5de8aba533039333,090Z1gHzYnivCbCBYkqSWI,3TD3Vrdlz4wiNWq5iFI45X
Craig Pedersen,Solo Trumpet (2016),experimental,https://mwrecs.bandcamp.com/album/solo-trumpet-2016,montreal,0.0,0,2017-08-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02fa7425b86b75366f92e14bff,5rTiAOJlVzCpEyJPMOyJRA,0ykkYIKtCvl8ZvErpNoclM
Just Alan,Songs About Where We Used To Be,rock,https://justalan.bandcamp.com/album/songs-about-where-we-used-to-be,montreal,0.0,0,2019-05-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021ccfbe30e591be53a1690f1b,30DmaWHVphHBbyncU5ZrY1,5gTNPKOjA9N8gG4yobaeFl
Norman Bedard,Space,pop,https://normanbedard.bandcamp.com/album/space,montreal,0.0,0,2011-02-08T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a29f7c7d4513eadfd5a6516e,2XUHwMhWxiI7hz7Pvu5Yya,7IWtcwXOFojKaTtPL1R0WS
Norman Bedard,Sleepytime,pop,https://normanbedard.bandcamp.com/album/sleepytime,montreal,0.0,0,2010-12-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026b04b66236e5d788ad9bdf2e,00LH9bt2UeNoJPVaJC9bly,7IWtcwXOFojKaTtPL1R0WS
"Claude F, Veev",Claude F - Wierdspounge (Veev's Analog Remix),electronic,https://frostedrecordings.bandcamp.com/album/claude-f-wierdspounge-veevs-analog-remix,montreal,0.0,0,2018-03-16T00:00.000Z,https://i.scdn.co/image/775e50b3c17cdf33d3e1dcb771fa0e6cffb2b5e8,3QQIvWmqbevHeS5YyxWM50,26NLJeFQ4jUAyZyjqd7XU9
philtc,December,pop,https://philtc.bandcamp.com/album/december,montreal,0.0,0,2016-08-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02113a661626e046d5a82d47e4,0IUAwLzBXCwxRDRd8Zd3UI,5rxl5SnRDuvqfnaP0eGuFB
Skin,Grown Tired,devotional,https://aughtvoid.bandcamp.com/album/grown-tired,montreal,0.0,0,2019-12-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02475143951f272fa4a8967f04,0H7uGWUWH94aY1VAZ9QtLe,4zpKKVj2UBEhqpkovDcpBA
Just A Season,All The Stars Are Out Tonight,folk,https://justaseason.bandcamp.com/album/all-the-stars-are-out-tonight,vancouver,0.0,0,2017-10-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e028ac27527ffd1e2377ce5f64d,7gsKsiYIGhojmES5QMxNU9,5uufdlRrJkO4aNhav8js0E
Kuma,What It's Not,electronic,https://kuma.bandcamp.com/album/what-its-not,vancouver,0.0,0,2011-08-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e026267eccb54b07a194612d8fc,1OlOHzRel8PMMbr6LHSiM7,0bvtka7JDrglECmGfCREXx
Mike Allen,Panorama,jazz,https://mikeallensax.bandcamp.com/album/panorama,vancouver,0.0,0,2014-03-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0205149d401d9f8d060ef893de,4f1lxnxNhyySoYaWUMgU9D,7IgHUclBfmZFzkxpMptjxn
Aridonis,I'm The Problem.,pop,https://aridonis.bandcamp.com/album/im-the-problem,vancouver,0.0,0,2019-12-20T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f3ed5b7f7621274400ab9023,2279faH1rfiIWOOiinYl1O,1N6mPsTYQ1buzjJOU2Wnpe
Chris Robison,Bad Songs,folk,https://chrisrobison1.bandcamp.com/album/bad-songs,novascotia,0.0,0,2010-03-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0242d8640eb09ec97097d84084,2ndXYVmDVfNSgOvWMbFgVo,0awahorHpkf71S0X4OX9j7
Sueños Electrónicos,Guerra Electrónica,electronic,https://suenoselectronicos.bandcamp.com/album/guerra-electr-nica,novascotia,0.0,0,2020-04-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e021560cd18693f106e70a901b5,4bwaQic22PoLMJcLXnJ4RH,2OFO6mLBNor4Gj6yG4Qqu1
Feathers & Anvils,Sunshine,rock,https://feathersanvils.bandcamp.com/album/sunshine,novascotia,0.0,0,2020-03-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02717d008fe719102cfceb3f3e,5d87nGcZo6u16uw9j6xF03,4ol7lWLx8gTKVayxMMIg3y
hinterlandband,BON ECHO,rock,https://hinterlandband.bandcamp.com/album/bon-echo-2,ottawa,0.0,0,2012-05-30T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02504498561e02adc8b39d0227,5Bm1bNxHLi1MeCgxY1hwDj,5BRoJzY9SU8eC61YRKGJWs
Vince Rimbach,Just One More Thing To Say,jazz,https://vincerimbach.bandcamp.com/album/just-one-more-thing-to-say,ottawa,0.0,0,2000-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027d8948657ff4291d00b43811,6qXtChjiNdllxzGXOmiudy,6Axfs8Lzip2qHpq7G83Zun
Tony True,Always True,country,https://tonytrue.bandcamp.com/album/always-true,ottawa,0.0,0,2016-07-09T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0233ecabd7f66dba58da3ab1d9,5uVyOLnUQ8xZvjtd66c7Dj,4Huk4x11mrCr27DJeKHsBH
The Bearded Pigs of Borneo,Glass Reality,alternative,https://ira-abbott.bandcamp.com/album/glass-reality,ottawa,0.0,0,2004-03-04T00:00.000Z,https://i.scdn.co/image/ab67616d00001e023ea35d32419537e646731a8a,6ERyJyje1eJrzERKczeetx,5HLgnry6q9HWNz5Eu5Tjmh
Quiet Crimes,Modern Lovers,alternative,https://bogwatermusic.bandcamp.com/album/modern-lovers,ottawa,0.0,0,2020-02-14T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02a4b040b390c350b8f0bc6824,3xSTd62cUsfg7iXvEgGGyX,5JCeQWyuFaV4cHpINU8nUE
Nile Groove,Insatiable,reggae,https://nilegroove.bandcamp.com/album/insatiable,ottawa,0.0,0,2017-07-29T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0250deba81314d5c9f8a5fe9b0,1qo7Q61E2cv8nwYmD7r3r2,34Jrwu2wMFXa1661zc4uDJ
trio \ DEF,Drouin / Eagles / Froman,jazz,https://triodef.bandcamp.com/album/drouin-eagles-froman,ottawa,0.0,0,2015-06-27T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e361ea7807b974d86546df42,2f29AoZ02jklW0al1e6xvz,1bYaeZROHSCVMr8ThuvjVl
The Chocolate Hot Pockets,The Feast,jazz,https://thechocolatehotpockets.bandcamp.com/album/the-feast,ottawa,0.0,0,2016-10-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e027af2ac2cc08c133e68d4de17,4CqzgR9DchUpAvzREGLC8U,3ErLMpcPxWsei41iBx9D3d
The Chocolate Hot Pockets,The Filthy Chapter,jazz,https://thechocolatehotpockets.bandcamp.com/album/the-filthy-chapter,ottawa,0.0,0,2012-10-31T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02287a73b0775df89ce5485357,3TC0eqIEv1gPAGBHYXXVik,3ErLMpcPxWsei41iBx9D3d
COLIN WYLIE,COLIN WYLIE,alternative,https://colinwylie.bandcamp.com/album/colin-wylie,ottawa,0.0,0,2019-10-25T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02f4ece62d7e0f818b8326a1dd,78Ytx792Q7ftOSLELlBVQx,27g0yGjwIgzvZq0Z2LzV8h
Guy Leroux,Time's Up,country,https://guyleroux.bandcamp.com/album/times-up,ottawa,0.0,0,2020-03-21T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02675782fd9bfed6a17e206408,4keVgkNVPndnnV8iNDs0ak,1C8iDxnXshNVbr90JssO9u
Maureen Trainor,Nothing But The Stars,folk,https://maureentrainor.bandcamp.com/album/nothing-but-the-stars,pei,0.0,0,2019-05-06T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02118000c45f3decf9dd640150,1lW0NvOncMsl33re6uvVTa,1ldMm3qcH61lvoKAGH0PcL
DEADNAME,Dysphoriac,punk,https://deadname902.bandcamp.com/album/dysphoriac,pei,0.0,0,2020-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e06e3f81b2b97cfbd1a82054,41QZW6quiInQV7tH92UxkR,2IHVlNYmJ48IMl4tFrZ94T
Golden Cinema,Peachy Keen EP,rock,https://goldencinema.bandcamp.com/album/peachy-keen-ep,pei,0.0,0,2019-11-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0277c24e80bf9937b88523d435,4y5y2ETAQo1a5PfkDsf4FT,2ErmixA6X7qWUtOMIavQEH
Adam Hill,Water in the Draw,folk,https://misteradamhill.bandcamp.com/album/water-in-the-draw,pei,0.0,0,2019-11-15T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02abce5305fb95a8c2c95b029c,0NMpuWSgxq1m0FlKOUUB2G,6f8tBkCzjiJvVbU0h7EaPX
Willow Creek Revival,Down Dixon Road,country,https://willowcreekrevival.bandcamp.com/album/down-dixon-road,pei,0.0,0,2019-11-12T00:00.000Z,https://i.scdn.co/image/ab67616d00001e020dc7d3f4601fb4b411b8826a,1KnJKR4Qs3uLwGgmx4qgVy,60xP5oa3cMR7zDHZRKXbmf
Seventh Stone,Voodoo Dolls and the art of Misdirection,rock,https://seventhstone.bandcamp.com/album/voodoo-dolls-and-the-art-of-misdirection,pei,0.0,0,2012-09-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02393d9dd48d4ec4d75bfe957c,75oTxp5u8YHIqTRukK5pxS,6qNvi8KGfwQD2pJqn1pPLy
DEADNAME,The Attic Demos,punk,https://deadname902.bandcamp.com/album/the-attic-demos,pei,0.0,0,2019-06-28T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02aa4efc5fc590d5984705bfeb,46aEAAX8tiIEzd9RBZEnI2,2IHVlNYmJ48IMl4tFrZ94T
E-Z MONEY,THE MONEY $HIP,hip-hop/rap,https://e-zmoney.bandcamp.com/album/the-money-hip,pei,0.0,0,2019-07-22T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02e53f45b0a5b4881c5d0362ce,3LCjnYBisA3PaFxImWTdaL,5qeLvulDNzTBaWvrouZtZo
Leo Rossa,Ice Cream,electronic,https://leerosevere.bandcamp.com/album/ice-cream,pei,0.0,0,2018-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e025b17a4e003e89b276be67b6a,21tLYEbNiTz8gSb5gUKRjT,3URfDqAjuI5aqTqSvJ6KXT
mcdreary,wide open,alternative,https://mcdreary.bandcamp.com/album/wide-open,pei,0.0,0,2019-05-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02d2213353b60cb0fd14f1325a,4hZBC38svSSipFmGWOBhPj,3adyI0eD347WwkeS0qSTgY
Prism Shores,Youth In Abstract,alternative,https://prismshores.bandcamp.com/album/youth-in-abstract,pei,0.0,0,2019-05-10T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02797f8ea99b0f812e3e4e1b90,3cFOVqcjVfzpbz3zmknX2k,6GAOVXekIJiv2MWeCBQoEk
My Design Immortal,Of Failure and Fear,alternative,https://bc.solarredmusic.com/album/of-failure-and-fear,pei,0.0,0,2019-04-19T00:00.000Z,https://i.scdn.co/image/ab67616d00001e029b8c7c5c887f0f6488e9d310,1LqHi71E0qgDc4mUtbdxgn,6sN9rlJYu39a8GnDNPW9mE
Rockit Maxx,Rockit Maxx,electronic,https://leerosevere.bandcamp.com/album/rockit-maxx,pei,0.0,0,2015-01-01T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02bfa2e0a630ff76185d093eaf,60Tke8okEFlOpW16oMLIa6,2Ii5G3zvRczQkSN37NYdiW
mcdreary,Untended,alternative,https://mcdreary.bandcamp.com/album/untended,pei,0.0,0,2019-01-17T00:00.000Z,https://i.scdn.co/image/ab67616d00001e0241784f5cd05aa6a5ecabcd84,5CLMFug6sDprTt4TPRfEGU,3adyI0eD347WwkeS0qSTgY
Jenni & The Hummingbird,Your Masterpiece,pop,https://jenniandthehummingbird.bandcamp.com/album/your-masterpiece,pei,0.0,0,2018-02-23T00:00.000Z,https://i.scdn.co/image/ab67616d00001e02057a6a9bf6c2153d669762ec,6acMb2W8a0GmbnCSFSouQ0,0XRTI4farSFA77VsBaQNPe
